(before (calibrated i1)),(before (calibrated i2)),(before (calibrated i3)),(before (calibrated i4)),(before (calibrated i5)),(before (calibrated i6)),(before (calibrated i7)),(before (calibrated i8)),(before (calibrated i9)),(before (calibration-target i1 d2)),(before (calibration-target i1 d3)),(before (calibration-target i1 d4)),(before (calibration-target i1 d5)),(before (calibration-target i2 d2)),(before (calibration-target i2 d3)),(before (calibration-target i2 d4)),(before (calibration-target i2 d5)),(before (calibration-target i3 d1)),(before (calibration-target i3 d2)),(before (calibration-target i3 d3)),(before (calibration-target i3 d4)),(before (calibration-target i3 d5)),(before (calibration-target i4 d1)),(before (calibration-target i4 d2)),(before (calibration-target i4 d3)),(before (calibration-target i4 d4)),(before (calibration-target i4 d5)),(before (calibration-target i5 d2)),(before (calibration-target i5 d3)),(before (calibration-target i5 d4)),(before (calibration-target i5 d5)),(before (calibration-target i6 d2)),(before (calibration-target i6 d3)),(before (calibration-target i6 d4)),(before (calibration-target i6 d5)),(before (calibration-target i7 d2)),(before (calibration-target i7 d3)),(before (calibration-target i7 d4)),(before (calibration-target i7 d5)),(before (calibration-target i8 d2)),(before (calibration-target i8 d3)),(before (calibration-target i8 d4)),(before (calibration-target i8 d5)),(before (calibration-target i9 d1)),(before (calibration-target i9 d2)),(before (calibration-target i9 d3)),(before (calibration-target i9 d4)),(before (calibration-target i9 d5)),(before (have-image d2 m1)),(before (have-image d2 m2)),(before (have-image d2 m3)),(before (have-image d3 m1)),(before (have-image d3 m2)),(before (have-image d3 m3)),(before (have-image d4 m1)),(before (have-image d4 m2)),(before (have-image d4 m3)),(before (have-image d5 m1)),(before (have-image d5 m2)),(before (have-image d5 m3)),(before (on-board i1 s1)),(before (on-board i1 s2)),(before (on-board i1 s3)),(before (on-board i2 s1)),(before (on-board i2 s2)),(before (on-board i2 s3)),(before (on-board i3 s1)),(before (on-board i3 s2)),(before (on-board i3 s3)),(before (on-board i4 s1)),(before (on-board i4 s2)),(before (on-board i4 s3)),(before (on-board i5 s1)),(before (on-board i5 s2)),(before (on-board i5 s3)),(before (on-board i6 s1)),(before (on-board i6 s2)),(before (on-board i6 s3)),(before (on-board i7 s1)),(before (on-board i7 s2)),(before (on-board i7 s3)),(before (on-board i8 s1)),(before (on-board i8 s2)),(before (on-board i8 s3)),(before (on-board i8 satellite2)),(before (on-board i9 s1)),(before (on-board i9 s2)),(before (on-board i9 s3)),(before (pointing s1 d2)),(before (pointing s1 d3)),(before (pointing s1 d4)),(before (pointing s1 d5)),(before (pointing s2 d2)),(before (pointing s2 d3)),(before (pointing s2 d4)),(before (pointing s2 d5)),(before (pointing s3 d2)),(before (pointing s3 d3)),(before (pointing s3 d4)),(before (pointing s3 d5)),(before (power-avail s1)),(before (power-avail s2)),(before (power-avail s3)),(before (power-on i1)),(before (power-on i2)),(before (power-on i3)),(before (power-on i4)),(before (power-on i5)),(before (power-on i6)),(before (power-on i7)),(before (power-on i8)),(before (power-on i9)),(before (supports i1 m1)),(before (supports i1 m2)),(before (supports i1 m3)),(before (supports i2 m1)),(before (supports i2 m2)),(before (supports i2 m3)),(before (supports i3 m1)),(before (supports i3 m2)),(before (supports i3 m3)),(before (supports i4 m1)),(before (supports i4 m2)),(before (supports i4 m3)),(before (supports i5 m1)),(before (supports i5 m2)),(before (supports i5 m3)),(before (supports i6 m1)),(before (supports i6 m2)),(before (supports i6 m3)),(before (supports i7 m1)),(before (supports i7 m2)),(before (supports i7 m3)),(before (supports i8 m1)),(before (supports i8 m2)),(before (supports i8 m3)),(before (supports i9 m1)),(before (supports i9 m2)),(before (supports i9 m3)),action,(after (calibrated i1)),(after (calibrated i2)),(after (calibrated i3)),(after (calibrated i4)),(after (calibrated i5)),(after (calibrated i6)),(after (calibrated i7)),(after (calibrated i8)),(after (calibrated i9)),(after (calibration-target i1 d2)),(after (calibration-target i1 d3)),(after (calibration-target i1 d4)),(after (calibration-target i1 d5)),(after (calibration-target i2 d2)),(after (calibration-target i2 d3)),(after (calibration-target i2 d4)),(after (calibration-target i2 d5)),(after (calibration-target i3 d1)),(after (calibration-target i3 d2)),(after (calibration-target i3 d3)),(after (calibration-target i3 d4)),(after (calibration-target i3 d5)),(after (calibration-target i4 d1)),(after (calibration-target i4 d2)),(after (calibration-target i4 d3)),(after (calibration-target i4 d4)),(after (calibration-target i4 d5)),(after (calibration-target i5 d2)),(after (calibration-target i5 d3)),(after (calibration-target i5 d4)),(after (calibration-target i5 d5)),(after (calibration-target i6 d2)),(after (calibration-target i6 d3)),(after (calibration-target i6 d4)),(after (calibration-target i6 d5)),(after (calibration-target i7 d2)),(after (calibration-target i7 d3)),(after (calibration-target i7 d4)),(after (calibration-target i7 d5)),(after (calibration-target i8 d2)),(after (calibration-target i8 d3)),(after (calibration-target i8 d4)),(after (calibration-target i8 d5)),(after (calibration-target i9 d1)),(after (calibration-target i9 d2)),(after (calibration-target i9 d3)),(after (calibration-target i9 d4)),(after (calibration-target i9 d5)),(after (have-image d2 m1)),(after (have-image d2 m2)),(after (have-image d2 m3)),(after (have-image d3 m1)),(after (have-image d3 m2)),(after (have-image d3 m3)),(after (have-image d4 m1)),(after (have-image d4 m2)),(after (have-image d4 m3)),(after (have-image d5 m1)),(after (have-image d5 m2)),(after (have-image d5 m3)),(after (on-board i1 s1)),(after (on-board i1 s2)),(after (on-board i1 s3)),(after (on-board i2 s1)),(after (on-board i2 s2)),(after (on-board i2 s3)),(after (on-board i3 s1)),(after (on-board i3 s2)),(after (on-board i3 s3)),(after (on-board i4 s1)),(after (on-board i4 s2)),(after (on-board i4 s3)),(after (on-board i5 s1)),(after (on-board i5 s2)),(after (on-board i5 s3)),(after (on-board i6 s1)),(after (on-board i6 s2)),(after (on-board i6 s3)),(after (on-board i7 s1)),(after (on-board i7 s2)),(after (on-board i7 s3)),(after (on-board i8 s1)),(after (on-board i8 s2)),(after (on-board i8 s3)),(after (on-board i8 satellite2)),(after (on-board i9 s1)),(after (on-board i9 s2)),(after (on-board i9 s3)),(after (pointing s1 d2)),(after (pointing s1 d3)),(after (pointing s1 d4)),(after (pointing s1 d5)),(after (pointing s2 d2)),(after (pointing s2 d3)),(after (pointing s2 d4)),(after (pointing s2 d5)),(after (pointing s3 d2)),(after (pointing s3 d3)),(after (pointing s3 d4)),(after (pointing s3 d5)),(after (power-avail s1)),(after (power-avail s2)),(after (power-avail s3)),(after (power-on i1)),(after (power-on i2)),(after (power-on i3)),(after (power-on i4)),(after (power-on i5)),(after (power-on i6)),(after (power-on i7)),(after (power-on i8)),(after (power-on i9)),(after (supports i1 m1)),(after (supports i1 m2)),(after (supports i1 m3)),(after (supports i2 m1)),(after (supports i2 m2)),(after (supports i2 m3)),(after (supports i3 m1)),(after (supports i3 m2)),(after (supports i3 m3)),(after (supports i4 m1)),(after (supports i4 m2)),(after (supports i4 m3)),(after (supports i5 m1)),(after (supports i5 m2)),(after (supports i5 m3)),(after (supports i6 m1)),(after (supports i6 m2)),(after (supports i6 m3)),(after (supports i7 m1)),(after (supports i7 m2)),(after (supports i7 m3)),(after (supports i8 m1)),(after (supports i8 m2)),(after (supports i8 m3)),(after (supports i9 m1)),(after (supports i9 m2)),(after (supports i9 m3))
false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,true,false,false,true,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,true,false,true,false,false,true,true,true,true,true,true,false,true,false,true,false,true,false,true,true,true,true,true,false,true,false,true,true,false,true,true,true,(turn-to s1 d3 d4),false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,true,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,true,false,true,false,false,true,true,true,true,true,true,false,true,false,true,false,true,false,true,true,true,true,true,false,true,false,true,true,false,true,true,true
false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,true,false,false,true,false,true,false,false,false,true,false,false,false,true,true,false,false,false,false,false,false,false,true,false,false,true,true,true,true,true,true,false,true,false,true,false,true,false,true,true,true,true,true,false,true,false,true,true,false,true,true,true,(switch-on i5 s2),false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,true,false,false,true,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,true,false,true,false,false,true,true,true,true,true,true,false,true,false,true,false,true,false,true,true,true,true,true,false,true,false,true,true,false,true,true,true
false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,true,false,false,true,false,true,false,false,false,false,false,true,false,true,true,false,false,false,false,false,false,false,true,false,false,true,true,true,true,true,true,false,true,false,true,false,true,false,true,true,true,true,true,false,true,false,true,true,false,true,true,true,(turn-to s3 d2 d4),false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,true,false,false,true,false,true,false,false,false,true,false,false,false,true,true,false,false,false,false,false,false,false,true,false,false,true,true,true,true,true,true,false,true,false,true,false,true,false,true,true,true,true,true,false,true,false,true,true,false,true,true,true
false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,true,false,false,true,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,true,false,false,true,false,false,true,true,true,true,true,true,false,true,false,true,false,true,false,true,true,true,true,true,false,true,false,true,true,false,true,true,true,(switch-off i4 s2),false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,true,false,false,true,false,true,false,false,false,false,false,true,false,true,true,false,false,false,false,false,false,false,true,false,false,true,true,true,true,true,true,false,true,false,true,false,true,false,true,true,true,true,true,false,true,false,true,true,false,true,true,true
false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,false,true,false,false,false,false,false,true,false,false,true,false,false,true,true,true,true,true,true,false,true,false,true,false,true,false,true,true,true,true,true,false,true,false,true,true,false,true,true,true,(turn-to s2 d2 d3),false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,true,false,false,true,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,true,false,false,true,false,false,true,true,true,true,true,true,false,true,false,true,false,true,false,true,true,true,true,true,false,true,false,true,true,false,true,true,true
false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,true,false,true,false,false,false,true,false,false,false,false,true,false,true,false,false,false,false,false,true,false,false,true,false,false,true,true,true,true,true,true,false,true,false,true,false,true,false,true,true,true,true,true,false,true,false,true,true,false,true,true,true,(turn-to s1 d4 d3),false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,false,true,false,false,false,false,false,true,false,false,true,false,false,true,true,true,true,true,true,false,true,false,true,false,true,false,true,true,true,true,true,false,true,false,true,true,false,true,true,true
false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,true,false,true,false,false,false,false,false,true,false,false,true,false,true,false,false,false,false,false,true,false,false,true,false,false,true,true,true,true,true,true,false,true,false,true,false,true,false,true,true,true,true,true,false,true,false,true,true,false,true,true,true,(turn-to s2 d3 d5),false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,true,false,true,false,false,false,true,false,false,false,false,true,false,true,false,false,false,false,false,true,false,false,true,false,false,true,true,true,true,true,true,false,true,false,true,false,true,false,true,true,true,true,true,false,true,false,true,true,false,true,true,true
false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,true,false,true,false,false,false,false,false,true,false,false,true,false,true,true,false,false,false,false,false,false,false,true,false,false,true,true,true,true,true,true,false,true,false,true,false,true,false,true,true,true,true,true,false,true,false,true,true,false,true,true,true,(switch-on i4 s2),false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,true,false,true,false,false,false,false,false,true,false,false,true,false,true,false,false,false,false,false,true,false,false,true,false,false,true,true,true,true,true,true,false,true,false,true,false,true,false,true,true,true,true,true,false,true,false,true,true,false,true,true,true
false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,true,false,true,false,false,false,false,true,false,false,false,true,false,true,true,false,false,false,false,false,false,false,true,false,false,true,true,true,true,true,true,false,true,false,true,false,true,false,true,true,true,true,true,false,true,false,true,true,false,true,true,true,(turn-to s2 d5 d4),false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,true,false,true,false,false,false,false,false,true,false,false,true,false,true,true,false,false,false,false,false,false,false,true,false,false,true,true,true,true,true,true,false,true,false,true,false,true,false,true,true,true,true,true,false,true,false,true,true,false,true,true,true
false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,true,false,true,false,false,false,false,true,false,false,false,true,false,true,false,false,false,false,false,false,true,false,true,false,false,true,true,true,true,true,true,false,true,false,true,false,true,false,true,true,true,true,true,false,true,false,true,true,false,true,true,true,(switch-off i5 s2),false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,true,false,true,false,false,false,false,true,false,false,false,true,false,true,true,false,false,false,false,false,false,false,true,false,false,true,true,true,true,true,true,false,true,false,true,false,true,false,true,true,true,true,true,false,true,false,true,true,false,true,true,true
false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,true,false,true,false,false,false,false,true,false,false,false,true,false,true,false,true,false,false,false,false,true,false,false,false,false,true,true,true,true,true,true,false,true,false,true,false,true,false,true,true,true,true,true,false,true,false,true,true,false,true,true,true,(switch-on i7 s3),false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,true,false,true,false,false,false,false,true,false,false,false,true,false,true,false,false,false,false,false,false,true,false,true,false,false,true,true,true,true,true,true,false,true,false,true,false,true,false,true,true,true,true,true,false,true,false,true,true,false,true,true,true
false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,true,false,false,false,true,false,false,true,false,false,false,true,false,true,false,true,false,false,false,false,true,false,false,false,false,true,true,true,true,true,true,false,true,false,true,false,true,false,true,true,true,true,true,false,true,false,true,true,false,true,true,true,(turn-to s1 d3 d5),false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,true,false,true,false,false,false,false,true,false,false,false,true,false,true,false,true,false,false,false,false,true,false,false,false,false,true,true,true,true,true,true,false,true,false,true,false,true,false,true,true,true,true,true,false,true,false,true,true,false,true,true,true
false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,true,false,false,false,true,false,true,false,false,false,false,true,false,true,false,true,false,false,false,false,true,false,false,false,false,true,true,true,true,true,true,false,true,false,true,false,true,false,true,true,true,true,true,false,true,false,true,true,false,true,true,true,(turn-to s2 d4 d3),false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,true,false,false,false,true,false,false,true,false,false,false,true,false,true,false,true,false,false,false,false,true,false,false,false,false,true,true,true,true,true,true,false,true,false,true,false,true,false,true,true,true,true,true,false,true,false,true,true,false,true,true,true
false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,true,false,false,false,true,false,true,false,false,false,false,true,false,true,true,true,false,false,false,false,false,false,false,false,false,true,true,true,true,true,true,false,true,false,true,false,true,false,true,true,true,true,true,false,true,false,true,true,false,true,true,true,(switch-on i5 s2),false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,true,false,false,false,true,false,true,false,false,false,false,true,false,true,false,true,false,false,false,false,true,false,false,false,false,true,true,true,true,true,true,false,true,false,true,false,true,false,true,true,true,true,true,false,true,false,true,true,false,true,true,true
