(before (calibrated instrument0)),(before (calibrated instrument3)),(before (calibrated instrument4)),(before (calibrated instrument5)),(before (calibrated instrument6)),(before (calibrated instrument7)),(before (calibrated instrument8)),(before (have-image groundstation0 spectrograph1)),(before (have-image groundstation0 thermograph0)),(before (have-image groundstation1 thermograph0)),(before (have-image groundstation2 image2)),(before (have-image groundstation2 spectrograph1)),(before (have-image phenomenon5 image2)),(before (have-image phenomenon6 image2)),(before (have-image phenomenon6 spectrograph1)),(before (have-image phenomenon8 spectrograph1)),(before (have-image planet9 thermograph0)),(before (have-image star3 spectrograph1)),(before (have-image star4 spectrograph1)),(before (pointing satellite0 groundstation0)),(before (pointing satellite0 groundstation2)),(before (pointing satellite0 phenomenon5)),(before (pointing satellite0 phenomenon6)),(before (pointing satellite0 phenomenon8)),(before (pointing satellite0 planet9)),(before (pointing satellite0 star3)),(before (pointing satellite1 groundstation0)),(before (pointing satellite1 groundstation1)),(before (pointing satellite1 groundstation2)),(before (pointing satellite1 phenomenon5)),(before (pointing satellite1 phenomenon6)),(before (pointing satellite1 planet9)),(before (pointing satellite1 star3)),(before (pointing satellite1 star4)),(before (pointing satellite2 groundstation0)),(before (pointing satellite2 groundstation1)),(before (pointing satellite2 phenomenon5)),(before (pointing satellite2 phenomenon6)),(before (pointing satellite2 phenomenon8)),(before (pointing satellite2 planet9)),(before (power-avail satellite0)),(before (power-avail satellite1)),(before (power-avail satellite2)),(before (power-on instrument0)),(before (power-on instrument1)),(before (power-on instrument3)),(before (power-on instrument4)),(before (power-on instrument5)),(before (power-on instrument6)),(before (power-on instrument7)),(before (power-on instrument8)),(after (calibrated instrument0)),(after (calibrated instrument3)),(after (calibrated instrument4)),(after (calibrated instrument5)),(after (calibrated instrument6)),(after (calibrated instrument7)),(after (calibrated instrument8)),(after (calibration-target instrument0 groundstation2)),(after (calibration-target instrument1 groundstation1)),(after (calibration-target instrument2 groundstation0)),(after (calibration-target instrument3 groundstation0)),(after (calibration-target instrument4 groundstation2)),(after (calibration-target instrument5 groundstation1)),(after (calibration-target instrument6 groundstation1)),(after (calibration-target instrument7 groundstation1)),(after (calibration-target instrument8 groundstation0)),(after (have-image groundstation0 spectrograph1)),(after (have-image groundstation0 thermograph0)),(after (have-image groundstation1 thermograph0)),(after (have-image groundstation2 image2)),(after (have-image groundstation2 spectrograph1)),(after (have-image phenomenon5 image2)),(after (have-image phenomenon6 image2)),(after (have-image phenomenon6 spectrograph1)),(after (have-image phenomenon8 spectrograph1)),(after (have-image phenomenon8 thermograph0)),(after (have-image planet9 thermograph0)),(after (have-image star3 spectrograph1)),(after (have-image star4 spectrograph1)),(after (on-board instrument0 satellite0)),(after (on-board instrument1 satellite0)),(after (on-board instrument2 satellite0)),(after (on-board instrument3 satellite1)),(after (on-board instrument4 satellite1)),(after (on-board instrument5 satellite1)),(after (on-board instrument6 satellite2)),(after (on-board instrument7 satellite2)),(after (on-board instrument8 satellite2)),(after (pointing satellite0 groundstation0)),(after (pointing satellite0 groundstation2)),(after (pointing satellite0 phenomenon5)),(after (pointing satellite0 phenomenon6)),(after (pointing satellite0 phenomenon8)),(after (pointing satellite0 planet9)),(after (pointing satellite0 star3)),(after (pointing satellite1 groundstation0)),(after (pointing satellite1 groundstation1)),(after (pointing satellite1 groundstation2)),(after (pointing satellite1 phenomenon5)),(after (pointing satellite1 phenomenon6)),(after (pointing satellite1 planet9)),(after (pointing satellite1 star3)),(after (pointing satellite1 star4)),(after (pointing satellite2 groundstation0)),(after (pointing satellite2 groundstation1)),(after (pointing satellite2 phenomenon5)),(after (pointing satellite2 phenomenon6)),(after (pointing satellite2 phenomenon8)),(after (pointing satellite2 planet9)),(after (power-avail satellite0)),(after (power-avail satellite1)),(after (power-avail satellite2)),(after (power-on instrument0)),(after (power-on instrument1)),(after (power-on instrument3)),(after (power-on instrument4)),(after (power-on instrument5)),(after (power-on instrument6)),(after (power-on instrument7)),(after (power-on instrument8)),(after (supports instrument0 image2)),(after (supports instrument0 spectrograph1)),(after (supports instrument0 thermograph0)),(after (supports instrument1 image2)),(after (supports instrument1 spectrograph1)),(after (supports instrument1 thermograph0)),(after (supports instrument2 image2)),(after (supports instrument3 spectrograph1)),(after (supports instrument3 thermograph0)),(after (supports instrument4 image2)),(after (supports instrument4 spectrograph1)),(after (supports instrument5 image2)),(after (supports instrument5 spectrograph1)),(after (supports instrument5 thermograph0)),(after (supports instrument6 image2)),(after (supports instrument7 image2)),(after (supports instrument7 thermograph0)),(after (supports instrument8 image2)),(after (supports instrument8 spectrograph1)),(after (supports instrument8 thermograph0)),Decision
True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,(turn-to satellite2 groundstation0 phenomenon8)
True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,(calibrate satellite2 instrument8 groundstation0)
True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,(turn-to satellite0 phenomenon8 phenomenon6)
True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,(turn-to satellite2 groundstation1 groundstation0)
True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,(take-image satellite1 star3 instrument5 spectrograph1)
True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,(switch-off instrument8 satellite2)
True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,(turn-to satellite0 groundstation0 phenomenon8)
True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,(turn-to satellite1 groundstation0 star3)
True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,(switch-on instrument7 satellite2)
True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,(calibrate satellite2 instrument7 groundstation1)
True,False,False,True,False,True,True,False,False,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,(turn-to satellite1 planet9 groundstation0)
True,False,False,True,False,True,True,False,False,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,(switch-off instrument0 satellite0)
True,False,False,True,False,True,True,False,False,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,(turn-to satellite1 phenomenon5 planet9)
True,False,False,True,False,True,True,False,False,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,(turn-to satellite0 phenomenon6 groundstation0)
True,False,False,True,False,True,True,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,(take-image satellite2 groundstation1 instrument7 thermograph0)
True,False,False,True,False,True,True,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,(switch-off instrument7 satellite2)
True,False,False,True,False,True,True,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,(switch-on instrument6 satellite2)
True,False,False,True,False,True,True,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,(calibrate satellite2 instrument6 groundstation1)
True,False,False,True,True,True,True,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,(take-image satellite1 phenomenon5 instrument5 image2)
True,False,False,True,True,True,True,False,False,True,False,False,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,(turn-to satellite1 phenomenon6 phenomenon5)
True,False,False,True,True,True,True,False,False,True,False,False,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,(turn-to satellite1 groundstation2 phenomenon6)
True,False,False,True,True,True,True,False,False,True,False,False,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,(turn-to satellite2 groundstation0 groundstation1)
